"y","x1","x2"
0,-4.00932516657323,1.98993783517958
0,-3.58909025313502,1.80166456843256
1,0.811722926370608,-3.3509849171323
1,-2.48704321175202,-0.25334536340618
0,0.355346173335882,-3.19222554257425
0,-0.3601822987525,-4.68482321815352
1,-0.361240382337935,-4.46856363883636
1,-4.21936884100832,1.51507737637047
0,-0.469603956938193,-1.23812238382035
0,-2.49243893979508,2.79647798755037
1,-2.47769128186211,0.593787329777709
1,0.126366272383907,-2.52285341332206
0,-3.12912743143124,3.1728050662181
0,-1.69687402291069,2.35091198085533
1,1.27874364012261,-3.04683391387958
0,-1.06469602648018,4.66894780617691
0,-3.08603836880864,4.11501177668835
0,2.40772210701643,-2.45132561457573
0,-2.53252075441419,-0.0875314250229748
1,-0.663683445143742,-4.35911372765515
0,4.44013502724008,-0.851653479858336
0,-3.32948036045915,2.1414733073669
0,3.52083504431732,-0.41172654301053
0,-0.5073605762216,4.12548952571623
1,2.7985873749327,-2.79382561208158
0,0.760691023325633,-1.93518528518861
0,2.02450607948167,-1.35543231071428
0,0.841466022285015,-2.93967380963013
0,-3.88048372876828,4.43320166748211
0,-4.09409681715077,4.42418859799093
1,-2.85208833100502,0.632109851869199
0,-2.86610042991748,0.721517418742132
1,-0.702507713454285,-4.82908797877588
1,-3.08662310961736,0.0807619011700402
1,-0.455919546341189,-3.60479979111458
1,0.16746628652961,-3.4663859258482
1,-0.271213609862597,-4.94010175004292
0,-4.48199282504784,3.97460398784804
0,-4.8485862936699,2.36847958093727
1,-1.43881239874916,2.77816534030257
1,0.213738693985147,3.24281407443882
0,3.2668275031601,-1.75405497860568
0,1.12089248485268,-1.89164109814912
0,4.68610732598161,-0.378852238019833
1,-2.07988904137859,1.63633565380759
0,2.65756530429662,-0.00783723191754326
0,2.26586997379249,1.20737459342043
1,-3.44660879453888,-1.81850602568363
0,2.10254108652134,-1.41108518499276
1,-2.48794718733,2.30234301783231
1,0.160001509099753,0.600804656526276
1,1.80730063420803,-4.76242398470323
1,-2.12218137041559,1.601193867181
0,-1.34563941043314,3.4071054137451
0,0.105827214036264,-2.49251453408358
0,-0.639299955655095,4.45257457117419
1,-4.09764474962417,4.91965826119116
0,1.69037425075797,-1.96537322516569
1,1.58653586574174,-3.06230871641468
0,-3.09272287628664,4.3826346734118
0,-4.86014410248775,2.48343657659888
1,-0.0626045003378315,0.445885506624623
0,-3.94514449065549,3.89520514929026
0,2.40723980016027,-0.977559307847647
0,0.462532406620306,-3.98844885393863
0,-0.83836595467946,4.74409397004222
1,0.280187432394874,-3.75439660351858
1,-0.409832714893262,2.61266654315324
1,-1.17199334140029,0.305525456064462
1,-0.917687396662508,2.10790964015551
1,-2.88672738422136,2.38478580987317
1,-2.18971624402742,-3.969947475167
1,-2.31691079545579,1.5533892877276
0,-3.75414545422065,3.0359768291376
1,-1.01193923275981,-4.34256445556503
0,2.35242622962972,-0.817253543832251
0,3.24484290191977,0.0351545328721752
1,-1.68875216064482,1.65312082157577
1,-1.63930433721517,1.18784884750131
1,-0.509499781343208,-3.77118465384522
1,1.37212644612112,-3.53302513005698
1,0.810959868470721,-2.86554491604415
1,-2.68863435920069,1.24806768291257
0,4.54623446151215,0.622915168979556
0,1.04794972624673,-2.04897778072385
0,-1.71677472814948,3.35456553611348
1,1.11634327853864,-4.07495753087584
1,-2.32710931124141,0.936081115250117
0,-3.76973522136161,3.78514656328498
1,-0.826686000500873,-3.92080072791889
0,1.94740280388961,-3.33028340291735
0,3.25086643926418,0.586522200434114
0,-3.25076914024616,4.58469907458854
1,-0.457664864713548,-4.32986647327355
1,-0.647906440777177,0.192993956344568
0,0.819322817333104,-2.27105915848647
0,-2.59242986709455,2.8644611830152
1,2.51348391005602,0.0939595368739753
0,0.820222481203235,2.1091984656528
0,1.75123284019773,-2.45922335876019
0,-2.19113271384313,2.66144885996273
1,2.44476660480524,-2.35167214614333
0,-3.08893459447226,3.04462159314479
1,-0.851646894238084,-4.86207065430649
1,-2.73870962138697,1.61868899247408
0,-0.630200096002034,2.29931290318883
0,-4.10958695055749,3.53281410646425
0,1.45732400751604,-2.23938408094484
0,-1.55200981671924,4.24695604372474
0,2.75441686142819,-0.527664676157068
0,-1.23346541264705,3.35708279870809
0,0.44751786372422,-1.92633707254094
1,0.719164568013416,-4.90957377678686
1,3.56116313457512,-3.27538635468168
1,-1.06316904494809,0.424409673418408
1,-2.52798824459644,-0.607158229529773
0,-3.48939425359461,2.1417123295494
